Elements Id
28750,
28597,
28734,
28652,
28596,
28595,
28571,
28568,
28683,
28541,
28540,
28539,
28511,
28510,
28495,
28492,
28486,
28463,
28462,
28461,
28362,
28361,
28360,
28359,
28357,
28353,
28334,
28332,
28330,
28271,
28270,
28246,
28245,
28244,
28243,
28240,
28236,
28216,
28215,
28212,
28203,
28197,
28144,
28143,
28142,
28045,
28044,
28043,
28041,
28040,
28038,
28037,
28036,
28034,
28029,
28027,
#Н/Д,
27986,
27985,
27947,
27946,
27926,
27922,
,
27911,
#Н/Д,
27901,
27881,
27885,
27882,
27850,
27754,
27751,
27742,
27712,
27710,
27675,
27660,
27657,
27656,
27651,
27645,
27544,
27542,
27531,
27530,
27499,
27476,
27438,
27437,
27435,
27424,
27422,
27415,
27070,
27292,
27293,
27296,
27238,
27241,
27249,
27211,
27213,
27199,
27050,
27075,
26996,
27145,
27103,
27045,
27072,
27049,
27069,
27046,
27077,
27093,
27096,
27099,
27094,
26999,
26877,
26875,
26867,
26865,
26864,
26767,
26762,
26733,
6043569,
6078387
